id,title,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year,title_year,budget,revenue,runtime,vote_average,popularity,vote_count
2304,Love Is the Devil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Love Is the Devil', '1998')",,,,,,
2305,Slam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Slam', '1998')",1,0,100.0,6.7,0.555304,7
2306,Holy Man,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Holy Man', '1998')",60000000,0,114.0,4.9,5.403617,113
2307,One Tough Cop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('One Tough Cop', '1998')",0,0,90.0,3.0,1.082,3
2308,Detroit 9000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1973,"('Detroit 9000', '1973')",0,0,106.0,6.0,0.37055,10
2309,"Inheritors, The (Die Siebtelbauern)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Inheritors, The (Die Siebtelbauern)', '1998')",,,,,,
2310,"Mighty, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Mighty, The', '1998')",,,,,,
2311,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1984,"('2010', '1984')",28000000,40400657,116.0,6.6,7.482865,290
2312,Children of a Lesser God,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986,"('Children of a Lesser God', '1986')",0,31853080,119.0,6.9,8.503064,72
2313,"Elephant Man, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980,"('Elephant Man, The', '1980')",,,,,,
2314,Beloved,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Beloved', '1998')",0,0,172.0,5.9,1.557283,26
2315,Bride of Chucky,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1998,"('Bride of Chucky', '1998')",,,,,,
2316,Practical Magic,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1998,"('Practical Magic', '1998')",75000000,46683377,104.0,6.3,7.757795,348
2317,"Alarmist, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,"('Alarmist, The', '1997')",,,,,,
2318,Happiness,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Happiness', '1998')",3000000,2807390,139.0,7.4,5.493697,197
2319,Reach the Rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,"('Reach the Rock', '1997')",,,,,,
2320,Apt Pupil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1998,"('Apt Pupil', '1998')",14000000,0,107.0,6.2,15.352714,168
2321,Pleasantville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Pleasantville', '1998')",,,,,,
2322,Soldier,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1998,"('Soldier', '1998')",75000000,14567883,99.0,6.1,7.970031,226
2322,Soldier,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1998,"('Soldier', '1998')",0,0,156.0,5.9,0.17381,5
2323,"Cruise, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,"('Cruise, The', '1998')",,,,,,
2324,Life Is Beautiful (La Vita � bella),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,"('Life Is Beautiful (La Vita � bella)', '1997')",,,,,,
2325,Orgazmo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,"('Orgazmo', '1997')",1000000,0,94.0,6.2,5.919725,116
2326,Shattered Image,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1998,"('Shattered Image', '1998')",0,0,103.0,0.0,0.050217,0
2327,Tales from the Darkside: The Movie,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,"('Tales from the Darkside: The Movie', '1990')",3500000,16324573,93.0,5.8,5.732016,92
2328,Vampires,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1998,"('Vampires', '1998')",20000000,0,108.0,5.8,13.318722,262
2329,American History X,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('American History X', '1998')",20000000,23875127,119.0,8.2,18.157166,3120
2330,Hands on a Hard Body,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,"('Hands on a Hard Body', '1996')",,,,,,
2331,Living Out Loud,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,"('Living Out Loud', '1998')",12000000,12902790,100.0,5.4,1.575026,12
2332,Belly,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Belly', '1998')",0,0,96.0,6.1,3.436535,42
2333,Gods and Monsters,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Gods and Monsters', '1998')",,,,,,
2334,"Siege, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,"('Siege, The', '1998')",,,,,,
2335,"Waterboy, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Waterboy, The', '1998')",,,,,,
2336,Elizabeth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Elizabeth', '1998')",30000000,82150642,124.0,7.2,7.566321,346
2337,Velvet Goldmine,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Velvet Goldmine', '1998')",0,1053788,119.0,6.9,16.5293,119
2338,I Still Know What You Did Last Summer,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1998,"('I Still Know What You Did Last Summer', '1998')",65000000,40002112,100.0,5.1,11.023042,381
2339,I'll Be Home For Christmas,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,"(""I'll Be Home For Christmas"", '1998')",,,,,,
2340,Meet Joe Black,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,"('Meet Joe Black', '1998')",,,,,,
2341,Dancing at Lughnasa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Dancing at Lughnasa', '1998')",0,0,96.0,6.0,1.157399,10
2342,Hard Core Logo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Hard Core Logo', '1996')",0,0,92.0,6.4,0.88051,8
2343,"Naked Man, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Naked Man, The', '1998')",,,,,,
2344,Runaway Train,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1985,"('Runaway Train', '1985')",9000000,7936012,111.0,7.0,15.236541,129
2345,Desert Bloom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986,"('Desert Bloom', '1986')",0,0,105.0,4.9,1.229428,8
2346,"Stepford Wives, The",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1975,"('Stepford Wives, The', '1975')",,,,,,
2347,"Pope of Greenwich Village, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,"('Pope of Greenwich Village, The', '1984')",,,,,,
2348,Sid and Nancy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986,"('Sid and Nancy', '1986')",,,,,,
2349,Mona Lisa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1986,"('Mona Lisa', '1986')",0,5794184,104.0,6.7,3.095584,62
2350,Heart Condition,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,"('Heart Condition', '1990')",0,4100000,100.0,5.1,5.531486,25
2351,Nights of Cabiria (Le Notti di Cabiria),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1957,"('Nights of Cabiria (Le Notti di Cabiria)', '1957')",,,,,,
2352,"Big Chill, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1983,"('Big Chill, The', '1983')",,,,,,
2353,Enemy of the State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,"('Enemy of the State', '1998')",90000000,250649836,132.0,6.7,12.978751,1266
2354,"Rugrats Movie, The",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Rugrats Movie, The', '1998')",,,,,,
2355,"Bug's Life, A",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"(""Bug's Life, A"", '1998')",,,,,,
2356,Celebrity,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Celebrity', '1998')",0,0,113.0,6.0,5.704352,113
2357,Central Station (Central do Brasil),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Central Station (Central do Brasil)', '1998')",,,,,,
2358,Savior,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Savior', '1998')",10000000,0,99.0,7.1,3.699017,29
2359,Waking Ned Devine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Waking Ned Devine', '1998')",,,,,,
2360,"Celebration, The (Festen)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Celebration, The (Festen)', '1998')",,,,,,
2361,Pink Flamingos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,"('Pink Flamingos', '1972')",12000,6000000,93.0,6.2,5.738871,111
2362,Glen or Glenda,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1953,"('Glen or Glenda', '1953')",0,0,71.0,4.6,1.750815,32
2363,Godzilla (Gojira),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1954,"('Godzilla (Gojira)', '1954')",,,,,,
2364,Godzilla (Gojira),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1984,"('Godzilla (Gojira)', '1984')",,,,,,
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1962,"('King Kong vs. Godzilla (Kingukongu tai Gojira)', '1962')",,,,,,
2366,King Kong,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1933,"('King Kong', '1933')",672000,10000000,100.0,7.7,8.73274,346
2367,King Kong,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,"('King Kong', '1976')",23000000,90614445,134.0,5.9,5.810716,179
2368,King Kong Lives,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1986,"('King Kong Lives', '1986')",10000000,4711220,105.0,4.6,2.663294,29
2369,Desperately Seeking Susan,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1985,"('Desperately Seeking Susan', '1985')",,,,,,
2370,"Emerald Forest, The",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1985,"('Emerald Forest, The', '1985')",,,,,,
2371,Fletch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,"('Fletch', '1985')",,,,,,
2372,Fletch Lives,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,"('Fletch Lives', '1989')",8045760,35150960,95.0,5.8,10.357224,98
2373,Red Sonja,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,"('Red Sonja', '1985')",17900000,6948633,89.0,5.0,10.014248,211
2374,Gung Ho,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1986,"('Gung Ho', '1986')",0,36611610,111.0,6.2,6.853782,47
2375,"Money Pit, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Money Pit, The', '1986')",,,,,,
2376,"View to a Kill, A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,"('View to a Kill, A', '1985')",,,,,,
2377,Lifeforce,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1985,"('Lifeforce', '1985')",25000000,0,116.0,6.2,13.561368,136
2378,Police Academy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,"('Police Academy', '1984')",4500000,146198896,96.0,6.5,8.354488,614
2379,Police Academy 2: Their First Assignment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,"('Police Academy 2: Their First Assignment', '1985')",0,55600000,87.0,5.6,9.021668,349
2380,Police Academy 3: Back in Training,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Police Academy 3: Back in Training', '1986')",0,43579163,83.0,5.5,7.10005,259
2381,Police Academy 4: Citizens on Patrol,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,"('Police Academy 4: Citizens on Patrol', '1987')",0,28061343,88.0,4.9,5.952392,261
2382,Police Academy 5: Assignment: Miami Beach,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,"('Police Academy 5: Assignment: Miami Beach', '1988')",,,,,,
2383,Police Academy 6: City Under Siege,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,"('Police Academy 6: City Under Siege', '1989')",0,11567217,84.0,4.7,5.612379,183
2384,Babe: Pig in the City,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Babe: Pig in the City', '1998')",90000000,69131860,92.0,5.3,6.229629,312
2385,Home Fries,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,"('Home Fries', '1998')",15000000,10443316,93.0,4.8,2.312844,32
2386,Jerry Springer: Ringmaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Jerry Springer: Ringmaster', '1998')",,,,,,
2387,Very Bad Things,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Very Bad Things', '1998')",30000000,9898412,100.0,6.2,10.432293,182
2388,Steam: The Turkish Bath (Hamam),0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1997,"('Steam: The Turkish Bath (Hamam)', '1997')",,,,,,
2389,Psycho,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1998,"('Psycho', '1998')",60000000,37141130,105.0,4.8,6.715898,233
2390,Little Voice,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Little Voice', '1998')",0,0,97.0,6.6,7.214017,62
2391,"Simple Plan, A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1998,"('Simple Plan, A', '1998')",,,,,,
2392,Jack Frost,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Jack Frost', '1998')",27000000,0,101.0,5.5,7.372419,254
2393,Star Trek: Insurrection,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,"('Star Trek: Insurrection', '1998')",,,,,,
2394,"Prince of Egypt, The",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,"('Prince of Egypt, The', '1998')",,,,,,
2395,Rushmore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Rushmore', '1998')",9000000,17096053,93.0,7.5,5.997054,688
2396,Shakespeare in Love,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,"('Shakespeare in Love', '1998')",,,,,,
2397,Mass Appeal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1984,"('Mass Appeal', '1984')",0,0,99.0,7.5,0.582317,3
2398,Miracle on 34th Street,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1947,"('Miracle on 34th Street', '1947')",0,0,96.0,7.4,5.114032,139
2399,Santa Claus: The Movie,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1985,"('Santa Claus: The Movie', '1985')",50000000,23717291,108.0,6.1,11.690532,58
2400,Prancer,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989,"('Prancer', '1989')",0,0,99.0,5.7,1.912324,17
2401,Pale Rider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1985,"('Pale Rider', '1985')",0,41410568,115.0,7.0,9.385078,255
2402,Rambo: First Blood Part II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1985,"('Rambo: First Blood Part II', '1985')",44000000,300400432,96.0,6.3,11.924462,884
2403,First Blood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,"('First Blood', '1982')",15000000,125212904,93.0,7.2,14.778884,1523
2404,Rambo III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1988,"('Rambo III', '1988')",63000000,189015611,102.0,5.7,11.624866,703
2405,"Jewel of the Nile, The",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1985,"('Jewel of the Nile, The', '1985')",,,,,,
2406,Romancing the Stone,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1984,"('Romancing the Stone', '1984')",10000000,86572238,106.0,6.6,6.827193,477
2407,Cocoon,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1985,"('Cocoon', '1985')",0,85313124,117.0,6.5,5.773277,329
2408,Cocoon: The Return,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1988,"('Cocoon: The Return', '1988')",17500000,25024919,116.0,5.4,12.167265,103
2409,Rocky II,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1979,"('Rocky II', '1979')",7000000,200182160,119.0,6.9,11.789813,948
2410,Rocky III,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982,"('Rocky III', '1982')",17000000,270000000,99.0,6.6,11.673366,894
2411,Rocky IV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1985,"('Rocky IV', '1985')",31000000,300473716,91.0,6.6,10.25721,984
2412,Rocky V,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,"('Rocky V', '1990')",42000000,119946358,104.0,5.3,14.007329,688
2413,Clue,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1985,"('Clue', '1985')",15000000,14643997,94.0,7.1,7.720009,377
2414,Young Sherlock Holmes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1985,"('Young Sherlock Holmes', '1985')",18000000,0,109.0,6.7,5.203452,172
2415,Violets Are Blue...,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1986,"('Violets Are Blue...', '1986')",,,,,,
2416,Back to School,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Back to School', '1986')",0,91258000,96.0,6.4,6.669879,113
2417,Heartburn,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1986,"('Heartburn', '1986')",0,0,108.0,5.9,16.071191,48
2418,Nothing in Common,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Nothing in Common', '1986')",0,0,118.0,6.1,8.750517,30
2419,Extremities,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1986,"('Extremities', '1986')",0,13418091,89.0,6.0,10.273979,13
2420,"Karate Kid, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1984,"('Karate Kid, The', '1984')",,,,,,
2421,"Karate Kid, Part II, The",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986,"('Karate Kid, Part II, The', '1986')",,,,,,
2422,"Karate Kid III, The",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989,"('Karate Kid III, The', '1989')",,,,,,
2423,Christmas Vacation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,"('Christmas Vacation', '1989')",,,,,,
2424,You've Got Mail,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,"(""You've Got Mail"", '1998')",65000000,250821495,119.0,6.3,10.237996,859
2425,"General, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('General, The', '1998')",,,,,,
2426,"Theory of Flight, The",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1998,"('Theory of Flight, The', '1998')",,,,,,
2427,"Thin Red Line, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1998,"('Thin Red Line, The', '1998')",,,,,,
2428,"Faculty, The",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1998,"('Faculty, The', '1998')",,,,,,
2429,Mighty Joe Young,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Mighty Joe Young', '1998')",90000000,0,114.0,5.9,6.939576,208
2430,Mighty Joe Young,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1949,"('Mighty Joe Young', '1949')",,,,,,
2431,Patch Adams,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Patch Adams', '1998')",50000000,202292902,115.0,7.0,12.52181,863
2432,Stepmom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Stepmom', '1998')",0,0,124.0,6.9,7.17892,286
2433,"Civil Action, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Civil Action, A', '1998')",,,,,,
2434,Down in the Delta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Down in the Delta', '1998')",0,0,112.0,6.4,0.670559,5
2435,Hurlyburly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Hurlyburly', '1998')",0,0,122.0,5.6,7.352493,22
2436,Tea with Mussolini,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,"('Tea with Mussolini', '1999')",12000000,21001563,117.0,5.8,3.094893,32
2437,Wilde,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,"('Wilde', '1997')",0,0,118.0,6.7,3.895735,62
2438,Outside Ozona,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1998,"('Outside Ozona', '1998')",0,0,100.0,6.0,1.28977,2
2439,Affliction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,"('Affliction', '1997')",6000000,6330054,114.0,5.8,4.40959,56
2440,Another Day in Paradise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Another Day in Paradise', '1998')",0,0,101.0,6.4,2.58581,38
2441,"Hi-Lo Country, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1998,"('Hi-Lo Country, The', '1998')",,,,,,
2442,Hilary and Jackie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Hilary and Jackie', '1998')",0,0,121.0,6.5,6.387602,23
2443,Playing by Heart,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1998,"('Playing by Heart', '1998')",20000000,3970078,121.0,6.6,3.010088,49
2444,24 7: Twenty Four Seven,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,"('24 7: Twenty Four Seven', '1997')",0,0,96.0,6.3,0.477356,10
2445,At First Sight,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999,"('At First Sight', '1999')",0,0,128.0,5.9,7.638813,49
2446,In Dreams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,"('In Dreams', '1999')",0,0,100.0,5.4,6.028168,45
2447,Varsity Blues,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1999,"('Varsity Blues', '1999')",0,0,106.0,6.0,9.162643,126
2448,Virus,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1999,"('Virus', '1999')",75000000,14010690,99.0,5.0,7.116537,151
2449,"Garbage Pail Kids Movie, The",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,"('Garbage Pail Kids Movie, The', '1987')",,,,,,
2450,Howard the Duck,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1986,"('Howard the Duck', '1986')",37000000,37962774,110.0,5.1,10.722672,227
2451,"Gate, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,"('Gate, The', '1987')",,,,,,
2452,"Gate II: Trespassers, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,"('Gate II: Trespassers, The', '1990')",,,,,,
2453,"Boy Who Could Fly, The",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1986,"('Boy Who Could Fly, The', '1986')",,,,,,
2454,"Fly, The",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1958,"('Fly, The', '1958')",,,,,,
2455,"Fly, The",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1986,"('Fly, The', '1986')",,,,,,
2456,"Fly II, The",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1989,"('Fly II, The', '1989')",,,,,,
2457,Running Scared,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Running Scared', '1986')",0,0,107.0,6.4,4.819467,58
2458,Armed and Dangerous,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Armed and Dangerous', '1986')",12000000,15945534,88.0,5.3,5.037671,46
2459,"Texas Chainsaw Massacre, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1974,"('Texas Chainsaw Massacre, The', '1974')",,,,,,
2460,"Texas Chainsaw Massacre 2, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1986,"('Texas Chainsaw Massacre 2, The', '1986')",,,,,,
2461,Leatherface: Texas Chainsaw Massacre III,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,"('Leatherface: Texas Chainsaw Massacre III', '1990')",0,5765562,81.0,5.1,5.79907,75
2462,"Return of the Texas Chainsaw Massacre, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,"('Return of the Texas Chainsaw Massacre, The', '1994')",,,,,,
2463,Ruthless People,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Ruthless People', '1986')",0,71624879,93.0,6.7,7.427491,104
2464,Trick or Treat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1986,"('Trick or Treat', '1986')",0,6797218,98.0,5.6,2.612214,40
2465,Deadly Friend,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1986,"('Deadly Friend', '1986')",,,,,,
2466,Belizaire the Cajun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986,"('Belizaire the Cajun', '1986')",0,1,103.0,5.0,0.063442,1
2467,"Name of the Rose, The",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1986,"('Name of the Rose, The', '1986')",,,,,,
2468,Jumpin' Jack Flash,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1986,"(""Jumpin' Jack Flash"", '1986')",0,0,100.0,5.9,4.477284,86
2469,Peggy Sue Got Married,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1986,"('Peggy Sue Got Married', '1986')",18000000,41382841,103.0,5.9,7.471655,138
2470,Crocodile Dundee,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Crocodile Dundee', '1986')",5000000,328203506,97.0,6.3,7.791212,512
2471,Crocodile Dundee II,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,"('Crocodile Dundee II', '1988')",0,239606210,110.0,5.5,8.948565,310
2472,Tough Guys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Tough Guys', '1986')",0,0,104.0,5.7,2.86084,41
2473,Soul Man,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Soul Man', '1986')",0,0,104.0,5.4,3.589199,42
